avg. reported cases,avg.deaths per year,target_deathrate,incidence rate,Avg. income,poverty percent,male age,female age,percent married
349,162,219.4,474,45411,17.4,39.1,42.9,50.1
396,160,167.3,425.8,44854,19.7,39.4,43.3,47.1
386,164,202.6,482.9,38268,21.1,39.6,42.1,46.5
113,55,247.3,497.9,31510,27.8,35.6,44.1,34.5
1195,468,166.8,427.2,54098,13.8,37.3,39.6,52
77,27,159.8,421.7,38694,24.6,48.9,56.7,49.7
177,77,193.6,445.3,32283,30.1,38.1,41.8,39.7
161,73,231.1,494.7,31170,31.4,36.7,43.3,38.6
198,89,185.1,426.3,42000,19.4,39.5,42.5,45.6
493,182,172.9,476.6,39548,17.5,42.6,45.8,53.8
506,215,194.1,461.3,31382,30.8,36.5,40.7,38.1
609,216,165.3,470.4,41375,19.5,33.5,37.9,46.9
1591,629,184.8,455.7,49782,16.1,31.1,34.6,38.7
94,40,160.1,383,42286,20.6,38.5,43.6,47.5
1456,579,181.6,458.5,44050,17.7,36.9,39.3,49.2
543,213,185.2,474.9,37906,23.2,33.6,38,45
176,79,207.1,466.2,37501,19.6,42.5,44.6,45.4
183,95,224.8,425.2,29609,28.3,38.4,43.7,37.2
1030,421,185.8,448.5,54196,14.6,37.2,38.7,53.6
18,7,158.3,460.2,50896,10.8,39.4,44,61.6
98,40,161.7,424.4,49583,15.1,36.7,41,55.7
13,6,170,399,34326,34.8,29,30,41
38,16,145,391.4,47987,15.2,40.6,48.3,50
110,45,162.6,415.4,52930,14.1,26.3,26.6,42.2
181,74,154.6,405.4,53150,11.8,36.7,39.1,54
31,13,174.9,447.1,47224,14.8,38.9,41.9,58.1
58,26,194.3,449.2,41446,15.8,39.4,40.2,55.4
54,24,181.9,464.7,41395,24,35.7,38.8,47.5
24,10,138.4,429.4,48024,13.8,42.4,47.2,55.6
46,21,170.9,393.5,43453,24.9,25.6,24.8,36.6
133,56,166.4,423.9,52892,10.3,35.9,39.2,51.6
14,7,195.9,379.3,31420,38.6,29.7,30.1,39.9
48,22,158.7,364.5,51244,10.7,51.2,53.6,63.6
116,41,151.2,476.9,48675,12.3,34.8,41.6,54.2
42,17,150.3,473.4,43305,16.3,46.4,48.9,56.2
25,8,113.9,395,51246,10.1,43.5,45.8,64.9
25,10,229.8,555.7,34936,27.2,28.9,29.3,34.6
23,9,166.5,492.4,49251,11.6,46.5,49.3,66
29,11,162.6,459.6,57148,10.5,46.6,46,58.8
61,25,187.8,515.1,42007,17,51.5,53.4,52.3
17,6,146.6,432,46633,13.2,41.6,49.5,52.4
45,16,150.3,429.5,52816,10,43.2,46.9,62.8
37,13,169.4,521.9,36836,18.3,44.9,49.6,57.3
16,6,170.8,532.8,43699,12,42.2,52.7,66.3
29,12,145.4,403.4,53944,10.4,36,36.1,66.2
19,8,130.6,348.6,51201,10,47.6,51.1,58.9
18,5,154.1,501.1,61945,8.1,35.4,35.9,60.8
101,33,162.5,507.7,58340,11,38.5,40.5,54.7
49,18,130.4,430.4,48879,13.2,44,46.8,57.3
10,5,148.3,296.6,31922,33.9,31.8,29.7,47.1
14,6,161.3,451.7,48773,14.9,44.5,49.4,62.3
45,15,165.5,577,51837,10.1,45.1,47.1,64.2
65,26,155.3,439.7,53175,9.5,40.3,44.2,55.2
118,55,161.8,383.6,45945,13.6,40.5,42.5,52.2
155,46,120,404.9,79857,4.3,33.3,34.2,62.1
20,6,136.6,468.1,40639,24.9,34.4,36.8,46.9
33,17,202.5,448.1,57741,10,41,43.9,59.8
13,5,97.3,284.8,38469,17,50.3,54.3,52
27,14,187.6,415.7,50155,12,39.1,45.3,50.2
109,40,147.9,408.2,54771,10.4,34.3,38.3,61.8
11,5,240.1,486.5,34237,33.2,32.9,31.7,42.1
15,8,183.1,425.6,49159,12.4,41.4,46,60.6
840,312,184.3,503.1,55107,11.5,34,35.6,49.5
32,14,166,403.5,53654,12.3,39.9,42.2,56
494,187,159.7,442.5,48379,14.1,35.8,38.7,49.9
20,11,209.6,426.4,39936,15.2,50.5,49.3,59.7
18,8,145.7,411.7,52758,11,52.8,52.2,58.5
47,25,179.9,365.5,45911,20.4,39,39.3,45.6
17,5,143,521.4,46281,14.7,45.5,49.4,61.8
38,17,153.9,388.8,48125,11.7,42.2,45,54
21,6,159.7,542.1,67172,8.8,38.1,42.9,60.1
8,4,179.1,416.6,59879,6.3,44,46.1,60.3
25,13,238.8,414.3,27481,47.4,22.8,25.2,28.5
34,15,162.1,410.9,40545,19.9,43.3,47.7,55.1
51,20,154.3,436,55708,10.2,43.3,45.2,63.9
86,29,166.5,518.1,72041,6.3,39.8,42.2,58.9
35,15,146.4,391.7,41831,15.9,44.3,45.6,53.6
114,41,137.1,403.8,47363,13.8,39.8,42.7,51.1
498,206,195.6,499.5,46689,15.6,41.3,44.6,48.8
224,89,184.4,461.5,42252,19.1,35.9,37.4,54.2
127,58,238.4,533.9,34382,21.4,45.1,47.3,52.1
74,28,171.4,459.1,34948,28.5,42.6,43.3,50.7
769,276,172.5,494.2,47175,14.7,41,43.9,55.8
524,211,184.2,461.9,43065,17.5,38,40.4,51.7
263,118,218.3,491.8,33333,22.7,41.7,44.5,51.4
83,37,210.1,469.4,41068,16.4,41.1,43.2,51.9
181,81,207.8,475.2,36627,20.8,40.6,44.4,50.4
309,152,193.2,409,34354,24.6,42.4,44.9,53.2
214,90,238.1,533.3,51475,12.7,39.5,40.2,54.6
78,36,180.6,407.4,40980,20.1,36.1,38.2,48.6
211,89,218.3,515,33640,24,40.5,43.2,52.3
50,26,217,437.1,30744,24,45.8,48.3,59.9
222,106,221.7,469.2,30860,27.8,43.1,45.1,51.1
301,128,194,472.8,45235,16.8,38.5,40.8,53.8
77,34,184.3,430.1,37853,19,39.1,40.4,49.9
455,183,182,481.9,40839,16.6,48.2,50.9,57
208,77,180.1,506.6,52578,11.8,36.7,41,54.1
130,48,165.9,480.9,41268,17.5,38.9,41.8,49.6
91,40,188.3,468.7,50877,12.1,40.3,45.7,53.9
272,119,215.7,509.8,37758,19.9,40.4,43.9,50
250,100,193.1,506.5,44435,16.5,39.7,44.8,49.9
41,18,213.6,492.5,41045,17.5,44.8,45.7,55.2
87,37,197.6,488.4,39738,16.2,41,43.5,51.6
258,93,193.1,530.2,70092,8.5,36.5,38.3,55
61,29,236.7,517.5,49790,14,42.1,44.6,61.1
128,50,170,468.6,48767,11.6,44.3,47.6,58.8
28,13,195.3,416.4,37331,20.6,44,48.3,49.4
47,21,178.2,410.3,50999,11.7,49.2,49,57.3
326,130,188.5,494.7,51025,11.3,40.9,43.6,56.8
202,81,185,485.8,46895,15.8,43,45.2,55.5
264,101,171.5,471.4,34395,30.4,29,32,37.8
63,23,174.1,494.2,52919,11,42.8,43,59.2
259,99,196,525.6,43073,19.5,39.2,42.8,50.1
124,52,175.9,438.7,52493,11.6,41.2,43,54.8
150,62,166.9,421.6,51282,10.7,46.7,49.2,59.3
82,29,175.2,489.6,45773,15.9,41.2,46.3,50.2
2075,706,156.6,446.2,72131,10.7,35,36.8,54.3
612,246,192.2,490.4,56326,14.7,36.1,38.5,46.7
413,128,161.7,471.5,90640,5.4,33.5,34,60.5
335,137,180.1,469,38992,19.3,40.4,44.5,44
3142,1046,160,463.3,78001,9.5,35.9,39.1,55
742,291,191.3,519.9,51205,13.6,40.3,43.2,50.3
96,38,174,460,41759,18.1,35.9,48.6,43
219,90,194.2,484.1,54472,10.9,40.7,44.3,50.6
249,90,176.6,519,53918,11.9,40.2,42.7,49.9
187,76,189.5,505.7,54353,12.6,37,41.9,46.5
160,65,175.1,465.6,42684,23.6,29.4,32.5,40.4
1404,502,181.4,474.4,76856,6.9,38.2,40.2,58.2
732,260,168.5,472.1,60460,14.3,32.2,33.2,47.6
771,291,197.9,551.5,47575,16.3,39.2,41.8,47.8
310,122,185.1,495.6,48544,12.9,41.3,44,54.6
1528,608,189.2,491.7,54375,13.1,38,40.9,50.1
271,117,219.1,533.4,44289,18.6,40.3,43.4,51.4
88,32,164.3,490.6,53732,10.7,44.6,46.6,54.6
108,44,204.9,525.8,46878,14.8,43.3,45.8,52.4
100,37,169.8,479.3,40590,20.7,42.1,44.8,50.5
80,32,199.6,486.6,61388,10.1,40.5,44.8,58.8
104,42,179.9,460,54916,9.6,43.1,45.3,60.2
190,62,153.4,487.6,73684,5.1,40.5,43.2,62.2
193,86,208.6,488.1,45288,17,39.3,45.4,52.5
221,89,187.8,486.5,46406,15.1,39.1,43.8,48.8
88,38,177.7,459,52790,11.8,39,42.8,57.8
281,112,168,433.2,57126,11.4,40.1,43.1,55
1072,420,194.4,509.6,52448,16.7,35.5,38.3,46.3
136,49,174.6,498.3,42032,16.7,39.5,42.9,45.6
109,37,164.9,509.9,65971,7.4,42.4,44.3,62.9
104,43,176,458.2,39005,15.2,40.9,44.5,56.2
27,12,173.5,392.3,40722,19.7,46.5,49.6,47.5
44,17,192.1,524.5,33943,23,41.3,45.7,46
40,17,198.1,465.2,62024,8.9,45,47.1,59.3
197,77,178.5,472.5,47862,13.8,40.2,44.5,47.1
113,42,179.3,505.5,43396,14.6,40.8,44.7,52.5
878,340,176.2,478.1,48024,16.3,38.5,41.7,48.1
1407,556,191.2,488.4,50155,19.1,36.1,39.1,45.4
167,67,192.1,500.1,38329,21,40.6,44.5,49
1177,436,185.5,515.2,55371,15.3,38,40.9,47.7
48,23,214.2,459.3,47092,13.2,44.4,45.3,52.2
32,13,169.5,459.2,51584,12,43,44,53.9
142,54,164.4,457,48994,11.7,42.8,46.2,60.3
41,16,160.4,482.6,50219,11.9,45.3,46.1,57
267,127,182.6,407.6,48569,14.1,43.4,45.4,51.3
847,331,192.2,511.5,60490,9.1,39.1,41.7,56.5
122,51,206.9,506,40957,17.9,40.6,44.9,52.1
529,217,203.1,520.2,42036,19,38.4,41.7,45.9
82,33,197.8,511.8,49385,14.8,41.9,44,56.3
102,41,172.8,459.7,44180,13.5,38.2,41.5,50.1
98,33,162.6,510.8,54683,10.2,42.1,43.3,54.6
109,45,180,471.7,46839,14.9,41.4,43.8,59.8
110,54,230.3,502.9,46927,14.1,43.4,45.4,59.4
367,156,190.9,475.2,49895,12.2,41.7,43.7,52.7
2947,1007,176.4,490.7,75176,8.1,35.7,37.5,54.7
414,179,207.4,492.9,46322,15.8,40,42.2,53.6
1551,658,191.5,466.6,47708,16.9,38.1,40.3,48.2
215,80,163.5,469.4,70127,6.3,38.8,41,59.1
162,63,159.3,432.5,50172,15.4,32.3,36.2,58.4
1590,629,170.7,435.7,48651,15.2,34.6,36.6,49.5
390,164,185.4,448.4,54101,11.8,36.6,39.5,54
44,19,173.4,414.4,46196,12.8,37.5,42.3,51.4
85,34,189.1,486.2,39563,15,41.8,45.8,54.3
254,110,187.2,429.3,68352,7.2,37,40,61.4
91,40,190.7,426.9,52582,12.9,47,49.5,54.9
103,43,166.3,414.4,55318,10.9,40.8,42.4,57.3
191,89,187.3,412.9,44430,13.8,38.5,42,53.2
569,232,189.8,466.8,52050,10.6,37.3,39.8,48.1
154,62,186.4,483.9,44385,14.5,40.1,40.9,57.8
167,76,193.9,441.5,49945,12.6,37.2,40.1,52.6
59,24,185.8,452.7,40657,18,43.5,42.4,52.3
149,64,176.6,420.7,47670,13.8,33.2,36.5,59.3
249,110,193.8,439.8,59280,11.7,40.9,42.4,56.6
130,57,186.7,433.7,50258,13.1,38.8,40.3,54
213,87,185.8,464.7,51911,10.1,38,39.4,52.6
634,255,184.8,482.9,39449,22.2,33.6,35.9,42.1
212,91,177.7,429.9,53211,8,40,42.3,58.4
891,350,170.1,442.7,50192,13.9,34.1,36,52.2
138,70,222.5,439.1,40122,16.4,40.4,44.2,49
395,149,179,474,53186,11.6,38.6,40.6,49.9
544,201,167.8,488.1,55320,11.5,37.1,40.6,53.2
61,25,160.2,426.9,47342,11.3,40,42.7,53.1
138,50,151.3,467.8,45522,14.4,40.7,45.1,52.7
113,41,165.4,494,48292,12.7,42.1,44.9,55.4
72,27,165.3,488.4,51045,12.1,41.2,44.8,57.6
51,20,181.2,487.2,54154,11.7,44.8,47.4,59.4
70,28,186.9,506.1,49125,13.2,43.1,47.3,61
84,29,151.8,492.9,61215,6.7,40.5,44,62.7
70,29,168.5,437.9,49507,12.4,44.4,46.7,59.6
94,36,153.2,449.8,53691,9.4,41.7,43.5,59.2
78,30,171.3,492.1,57682,8.4,43.1,45.7,60.3
122,49,169.8,487.9,53277,11.7,42.1,46.9,55.2
95,38,178.1,477.6,52824,11,42.6,45,55.9
122,49,183.1,484.9,50347,13.3,38.9,42.5,52.1
60,24,165.8,465.5,49837,12.1,41.7,42.5,56.9
60,21,129.4,408.5,49696,10.1,42.3,44.7,58.1
57,19,159.8,548.4,53905,10.9,43.5,47.4,62.8
99,38,163.4,463.3,58234,7.5,41.6,43.2,61.5
146,54,191.7,543.5,50299,11.3,43.2,46.2,57.5
221,91,181.7,466.2,52750,11.2,40.1,44.7,54
90,37,163,423.6,41094,16.9,38.8,45.3,47.5
511,163,156.2,473.8,59946,15.9,29.5,30.4,43.4
123,46,154,445.7,51558,11.6,42.4,44.3,57
67,28,169.3,466.9,48316,13.5,43.1,45.5,56.9
111,36,138.4,480,52967,9.6,45.1,47.3,60
241,92,181.3,509.2,44719,17.7,41.1,44.8,49.8
1082,396,169.4,474.8,62700,9.3,36,38,51.2
66,21,148,475.6,50924,11.1,40.3,41.4,56.4
56,27,184.7,425.1,42582,16,43.6,47.1,55.4
70,24,151.7,478.3,61750,7.9,36.6,40.5,65.2
79,33,172.2,434.2,62230,8.8,39.4,41.5,60.7
133,56,190.3,482.1,48584,12.9,38.6,40.9,53.3
191,76,176.6,471,57046,11.1,38.1,40.1,57.7
239,99,180.9,467,50244,13,37.5,40.8,55.3
88,34,194.9,486,59399,9.7,41.3,43.2,58.6
67,25,129.6,426.7,52616,11.5,42.1,45.9,59.7
71,27,165,483.2,43178,14.3,45.2,49.8,55.3
53,24,207.4,490.5,44705,11.7,40.1,44.5,54.6
74,26,148.3,482.3,42046,19.3,43.5,47.7,55.6
232,84,170.9,480.5,54441,11.4,37.1,39.2,56.3
97,41,176.1,459.7,55968,10.3,40.5,47,61.6
39,17,162,432.9,51423,9.1,42.7,46.5,61.6
116,44,179.7,506.9,46927,14.6,41.3,46,53.2
60,25,152.6,442.3,50600,11.5,40.8,45.8,58.1
146,53,156,467.9,62745,7.6,40.3,43,60
48,18,142.7,443.6,49625,12.9,46.2,47.8,56.4
2000,778,188.7,481.1,61028,13.1,34.1,35.9,51.1
530,204,183.8,492.9,51947,12.3,37.7,40.6,50.6
100,43,154.2,390.3,52791,12.1,39.2,42.2,49.8
37,17,172.1,433.2,42854,16.6,42.2,49,58.6
73,32,174.1,456.2,49513,10.8,44.8,48.1,59.3
913,346,185.1,501.4,54959,12.2,36.6,38.6,50.7
80,29,138.5,446.8,55637,9.6,45.3,47.4,57.3
160,57,140.7,427.3,60205,7.5,32.6,34.1,60.4
340,117,152.5,451.8,52128,19.5,24.8,27.7,41.5
119,46,171.6,493.6,54957,12.9,41.7,43.6,58.5
46,19,181.3,475.5,46501,13.1,40.9,45.9,62.3
73,31,173.4,431.6,44905,12.8,39.7,41.5,51.2
50,21,181.9,463.5,42555,14.4,42.8,46.8,60.6
231,86,182.7,516.3,42414,16.7,38.1,41.5,52.2
254,89,170.6,495.8,67342,6.3,37.2,39.5,56.6
135,49,160.4,479.6,56243,10.2,40.4,42.8,58.3
38,16,150.9,398.5,42006,16.7,43.4,45,55.5
234,86,169.2,486.3,43490,16.3,36.4,42.8,45.5
67,27,163.3,446.6,50703,10.4,41.8,45.5,59.9
113,40,138.4,431.4,55984,9.4,39.9,41.9,54.4
509,197,176.4,469.7,45641,15.2,34.2,36.5,48.7
49,16,136.5,470,50286,11,44.8,44.8,56.4
87,34,159.3,453.2,50108,12,43.4,45.9,57
1962.667684,36,196.4,453.5494221,39196,18.2,39.9,43.4,50.4
1962.667684,22,174.8,453.5494221,45368,14.3,40.4,42.7,59.5
1962.667684,37,180.2,453.5494221,44199,17.4,34.1,37.4,45.6
1962.667684,15,197.8,453.5494221,51676,12.4,45.3,44.7,61
1962.667684,67,178.3,453.5494221,46942,17.8,38.5,40.5,54.3
1962.667684,34,166.6,453.5494221,38430,18.4,34,40.7,53.2
1962.667684,26,184.2,453.5494221,45781,17.3,41.4,43.5,56.5
1962.667684,126,175,453.5494221,60123,11.3,36.5,38.7,56.2
1962.667684,8,177.8,453.5494221,47025,13.2,45,47.6,54.4
1962.667684,13,194.2,453.5494221,39120,16.4,46.8,51,59.8
1962.667684,9,150,453.5494221,41797,11.5,46.4,52.5,61.8
1962.667684,6,153.7,453.5494221,47650,13,42.2,44.8,57.7
1962.667684,24,169.2,453.5494221,53131,10.9,41.1,44.1,62.3
1962.667684,27,178.6,453.5494221,42697,14,40.1,45.5,49.1
1962.667684,22,176.6,453.5494221,55705,10.9,42.9,44.6,58.5
1962.667684,7,209.6,453.5494221,45353,11.4,43.8,49.2,60.2
1962.667684,85,184.4,453.5494221,45180,15,36.5,40,51.9
1962.667684,13,214.7,453.5494221,41434,13.9,51.9,52.8,54.4
1962.667684,52,181.2,453.5494221,47493,11.1,41.2,42.3,58.6
1962.667684,16,160.3,453.5494221,47599,15,37.3,40.5,55.3
1962.667684,138,153.7,453.5494221,49246,19.4,28,29.7,39.5
1962.667684,9,208.3,453.5494221,49256,10.5,45.2,45.3,60.9
1962.667684,12,215.9,453.5494221,36471,17.4,49.1,52.2,60.3
1962.667684,48,146.4,453.5494221,49508,13,31,33.8,45.1
1962.667684,15,149.6,453.5494221,46961,12.4,41.1,48.8,51
1962.667684,43,150.1,453.5494221,48609,18.8,29.3,31.4,52.6
1962.667684,46,153.9,453.5494221,51144,15,30.5,31.2,54.8
1962.667684,52,175,453.5494221,50745,13.3,36.9,40.5,58.8
1962.667684,48,213.6,453.5494221,41193,13.9,25.5,27,59.5
